,Ready,Label
285,permadi arya melaporkan rocky gerung polisi serius tuh kitab suci fiksi rocky pernyataan salah terhina wait penganut agama a menganggap kitab suci,0
286,bajingan tengik ',0
287,pakai buruh cina rakyat bnyak pngangguran dasar rejim kodok,1
288,user user user user user user user user user user user user user user user user user user user user,1
289,rp haneul cute rlnya perek on retweet ',0
290,bilang nya anti asing aseng nya wkwkwkwkwk ',0
291,suriah sekolah radikal rakit bom indonesia pkl iya amankan ',0
292,kadang hidup emang kayak tai kadang berak orang elo membereskan tainya tangan ya,0
293,ih banci selotipan ',1
294,tertawa kalah yee org jahat kalah,1
295,gubernurzamannow gusipulputi ganjaryasin djarotsihar hasananton kosterace nurdinsudirman karolingidot keanekaragaman budaya suku agama sesungguhnya kekayaan djarot hadapan peserta rakercabsu,0
296,cinta orba meng idola prabowo hary tanoe,1
297,nantang buka dada eh nyebut setan emang habis kamus ngelawan kenegarawanan joko widodo presiden ri stresssssss hati kena stoke serangan jantung rakyat indonesia kehilangan badut politik merdeka,1
298,belah durian yaaaa gak dungu iya gak cebong maaf iya ',1
299,orang orang yahudi nasrani al kitab taurat injil mengenal muhammad ',0
300,bubarkan hti fpi,1
301,ahok verbal nya keras pelampiasan pelarian kelelakian nya lunak,1
302,sekedar share teman kantor pelanggan bercadar langsung bilang awas bom menghela nafas,0
303,pantat mn nh pngen nusuk ditusuk open bo wa gaybrondong massageboy gayjakarta gayjogja gaytangger,0
304,diancam dibunuh presiden republik indonesia mas trus mesti lapor penegak hukum gak bertindak ancaman pembunuhan kepala negara nya ',0
305,kayak orang nyosor nete ',0
306,ngewe bae ',0
307,jebur bloon cebur ',0
308,pks ultah balai kota rr bicara nyapres balai kota ganti nama nya balai politik,0
309,melanjutkan rencana menyeret pengadilan ham pbb,1
310,kebijakan pengembalian barang konsumen barang rusak cacat produksi konsumen puas produk terhitung tanggal pembelian hauzminiquiz hauzid yuk ikutan,0
311,kisah hidup muhammad lengkap didownload,0
312,penjajahan bumi indonesia hapus penjajahan ekonomi budaya hasil bumi cina basmi nkri usir,1
313,we pipis onta tercecer mari pantes bau pesing ',0
314,kejadian triak lantang pmrth profesional aseng duluan pas ditawari bantuan asing bikin posko inti nya ngomporin keluarga korban sue pmrth bilang,0
315,mari berjuang jokowi dilanti gentar takut mata benang leher ujung tombak porut surut langkah bisu suara,0
316,kaya monyet ',0
317,survei metro tv jokowi menang presiden etapi ngitungnya iya ngalahin salah judul maksud nya jokowi menangis sumber zie bajrie,1
318,user user user user user user user user user user user user user user user user user user user user user user user,0
319,cuba tgk anime karakai jozu no takagi san nak feeling feeling cinta monyet zaman sekolah throwback habes,0
320,seru nya pesta budaya erau kutai kartanegara,0
321,contactnya retweet iya banget kenalan tante jilboob sange nama nya tante dea o,0
322,debat publik ajang pembuktian pintar ruang akademik pamer ciamik orang kekuatan kelemahan nya egosentris nama nya kekuatan menahan l,0
323,duduki istana negara lengserkan jokowi salam,1
324,hebat nya sibuk pencitraan baca,1
325,gk muslim menghinakan iblis betina sdh menista syariat ',1
326,baby kafir budha teroris myanmar,1
327,indonesia blom merdeka indonesia dijajah orang cina takbirallauakbar,1
328,pengamat politik hantayudha paslon no khanz nya jateng jatenggayeng tetapjokowi,0
329,jongos penista agama ahok sok sok ngong sara majikan nya penebar sara astagfirllah tobat,1
330,follow bli katolik akun prof menambah wawasan berbangsa terima kasih ',0
331,tuh si bejat cabul pengecut si onta ye ',1
332,wibisono pencitraan jokowi disebarkan up media massa profesional asing terkesan jokowi berhasil,1
333,adian gaya kaya beruk gini supir tembak metromini masuk dpr kampungan ',1
334,mainstream mengaartikan pintar pintar relatif tergantung dibawa kemana pengertian nya pintar meng undeeestimate org pinter komen ajah rejim now pinter mangkrakin janji doang so making,1
335,emang dongo ',0
336,ih masak samain smaa sampah,0
337,terpukaukaukau gantipresiden,1
338,aspirasi lina sumedang calon gubernur jabar berantas pelakor sdh meresahkan kehidupan warga desa,0
339,yaaelah chat urusin noh deh mesum anggotadpr mingkem nyata selingkuh th pura budek bong gk nyampe otak nya ',1
340,tu takut cina parti dap bimbang fahaman dibawa ',0
341,cermin pecah nya berkaca,0
342,lansung tag partai nya ga berani iya banci ',1
343,awwww comel nya asing warna ',0
344,islam menjadikan manusia idealis realistis kehidupan lupa diajak keras diajak beristirahat,0
345,kristus anjing asu jiamput keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk,1
346,agama katholik ngak menyebut khatolik nusantara agama kristen protestan ngak menyebut kristen protestan nusantara agama hindu ngak menyebut hindu nusantara agama budha ngak menyebut budha nusantara lha,0
347,berbasis teknologi digital presiden sistem jalan langsung ramah pengguna ratas,0
348,ahhh perasaan mu menghibur cebong bahagia presiden cebong tol cebong lha elo germo,1
349,resah presiden hidup penuh drama pencitraan main ftv joko judul nya,1
350,agama kristen golongan darah b san fernando valley ',0
351,budha bunuh muslim myanmar,1
352,jahudi bangke jerman ibadah ',1
353,papamintaketuafraksi rakyat nya setya novanto dpr pecat ketua dpr pecat dpr,1
354,cina ',0
355,isu bohong kodok biawak meroket sekop bangsat karbitan munafik gantipresiden presidenbaru tenggelamkanjokowikesungaisiak,1
356,ribut komunis blabla emoh baca baca niat agitasi serang pemerintah pakai cari simpatisan,1
357,presiden jokowi berharap skema kerja pembangunan pembangunan nya,0
358,pemilu langsung biar milih presiden dpr capres biar kucing dlm karung bikin mekanisme ok capres ditentukan gubernur berprestasi maju capres sdh gubernur,0
359,gak vital inter gak bek kanan pembeda iya era maicon d'ambrosio kedatangan cancelo bagus nya hmmmm kesimpulan nya geblek ausilio,1
360,nama nya agama munafik ',1
361,contoh tudingan dugaan korupsi sby dorong kejaksaan usut himbau kpk usut dugaan korupsi jokowi,1
362,mencium bau bau pecun,0
363,berhenti konsumen wisata haji umoh menipu podusen wisata jiarah indonesia,1
364,pemburu nazi simon wiesenthal memegang foto foto menggambarkan mantan kepala gestapo walter rauff van kamar gas bergerak nya mengeksekusi orang orang yahudi ',0
365,cacimaki penista agama ketahuan poligami sembunyi digituin sih tidak mau,1
366,bubarkan nkri harga mati,1
367,si royson jokowi kacung alasan fundamental nya rezim sengaja masuk debt trap komunis cina so wajib gantipresiden ',1
368,wkwkwkwk mampus pepet ujin ah ',0
369,gubernur jaman now iya anti isu bohong nyebar isu ganjaryasinmenang ganjaryasin kamiganjaryasin,0
370,azan tv manggil allah swt dungu biadab dihentikan acara catut nama tuhan dilanjutkan,1
371,kelakuan bani cebong ',1
372,deh baju yahudi betopi bas tu geng jubah putih kopiah minyak atar bejanggut dahi belekuk bak ahli syurga betol out of place mohon direjam ',0
373,ge marah auto blacklist kehidupan sampah nya ga didaur ulang ',0
374,anjing rasanyaa bekas silit mah ',0
375,cebong kepanasan berbicara sembarangan,1
376,amin smoga bertiga menampilkan terbaik menyumbangan medali sumsel,0
377,user user user user user user user user user user user user user user user user user user user user,0
378,gubernurzamannow gusipulputi ganjaryasin djarotsihar hasananton kosterace nurdinsudirman karolingidot keanekaragaman budaya suku agama sesungguhnya kekayaan djarot hadapan peserta rakercabsu,0
379,membingkai bangkai menjadikan nya pelajaran hidup ',0
380,edan masi newbie menangis lihat nya yampun kartu r w masi dikit bat ',0
381,pki alias partai korupsi indonesia diganyang ga,1
382,perempuan kaya lebih baik mati deh jelek gausa sok make up artist,1
383,dijual kaya jarang dibelai ',0
384,bijak petugas jajaran krl doang penumpang followers doang nyuruh orng mengerti nya ga mengerti kebutuhan orng bangke ',0
385,kyknya titit nya sambung trus pakai accessoris ',0
386,mata w pas sipit skrg engga aneh ',0
387,ko ingt banci gigih nk,0
388,mewaspadai cina komunis indonesia,1
389,banci kampungan heeee ',1
390,gembel ganteng ga dikasihani mencintai nya asik asik jos ',0
391,dekalarasi pemilihan kepala daerah aman anti isu bohong toga jemirahan jabon,0
392,setiausaha agung pas datuk takiyuddin hassan sahkan cuba pinda perlembagaan parti presiden parti,0
393,emang nya najis ',0
394,sastra e karl mark pentolan komunis rusia ',0
395,otak kayaknya bool deh mess trus harinua makan silit nya gtu ',0
396,ganti rezim kacung cebong mah gitu ',1
397,cina hak melarang,1
398,hebat bicara cinta pegang quran sbagai pegangan hidup quran bicara cinta perang bunuh penggal,1
399,tidak punya pacar jarang dibelai ',0
400,perjaka kq jual sok sok an booking tante idiot njir ',1
401,rev pilih ulama dg kafir munafik ',1
402,ngejaga kebersihan lingkungan tuh orang melek kewajiban nya buang sampah bicara petugas kebersihan nya ',0
403,sejuk gila dlm ofis kulit tidak setia ',0
404,ooo camtu kena seimbang nakal kucing anjing abang darkside brightside chill sosial kalai takde pelengkap kahkahkah bang selamat maju jaya deh terjawab terima kasih ',0
405,permasalahan solusi gantipresiden berdampak signifikan sekurang nya mengobati mencegah penyakit bertambah parah,1
406,gampang kak buka hp buka browser ketik budaya palembang silahkan menikmati pembelajaran denngan gratis,0
407,segerombolan onta mengaku membela umat kepentinga politik praktis tgb demokratis mementingkan umat berpikiran modern salut mu tgb ',0
408,culun lebih baik kampung jes ',1
409,goyangan jilboob mantap hyper kontol doi squirt loh nonton live nya besok doi,0
410,islam indonesia islam nusantara islam modifikasi rupa masuk budaya indonesia beragam islam nusantara islam toleran,0
411,presiden aspek indonesia mbak anti investasi asing berubah invasi asing kewajiban warga negara melawan nya,0
412,pkl wib kanit binmas ipda makan teman hutasoit melaks sambang pesan keamanan dan ketertiban masyarakat pilgub pemilihan kepala daerah karyawan bri ranting muara damenra sihite dan kawan-kawan desa hutanagodang kecamatan muara kabupaten tap utara,0
413,kalimantan sdh matlam gini batu bara nya keruk listrik nya megap,0
414,fardu kifayah berhukum wajib ajaran islam pilpres utusan kalangan santri disokong ulama maju memimpin negeri,0
415,hah bangke emang truk ',1
416,nahdliyin setop penghinaan maruf amin,0
417,cebong sialan onta ngak bersinggungan laut ',1
418,risa pulang pelatihan iris hazel milik nya menangkap siluet gadis gadis asing risa temui gadis radio nya tinggal r,0
419,hahahaha orang gila bicara cak micin biar otak encer banci bicara ae berbicara sembarangan muslim muslim silit babi ',1
420,coba ngaca introspeksi keluarga gak pakai hijab komunis otak dipakai cmn property or pa,1
421,muhammadiyahinggris jalin kerjasama pengendalian ekstrimisme,0
422,neraka terkena bom surga org dimuka bumi goku ',0
423,bot ' ich liebe dich ' arti nya bot kasih aipet barusan nyemplung jamban kuda,0
424,copot darmin nasution menko perekonomian bodoh turunkan daya beli menjabat,1
425,bodo anjing bodo tertawa tertawa astagfirullah humor banget,0
426,mata mu picek cukk ora delok prestasli jokowi guoblokkk tolol ',1
427,berhasil penjarakan ahok alumni pendukung rizieq lengserkan jokowi lebaran,1
428,coba dedengkot jin terang ulama saudi rilis publik akidah jin contoh jin anggap kafir pemeluk kristen hindu budha dan lain-lain peluang masuk surga fatwa saudi jin adal,0
429,hujan lebat langit gelap gelita guruh kilat menyumbat jari nya telinga mendengar suara petir kerana takut mati masakan terlepas allah me,0
430,cerdas konseptual,0
431,nama ku baek yoongi ucapan terputus seiring mengerjap mata mengantuk gigit bibir nya ragu menggapai gelas meminum wine ditinggal m,0
432,bismillah melayu raya tanah melayu nama dengar kaji jajahan tanah melayu thread kupaskan serba bani jawi ',0
433,nak kawin kena simpan duit ilmu agama kena benda kena senang cerita,0
434,aduh lucu banget adek kelas pas laporan nya bang field trip taman safari heran deh nyebut nama temennya arisan keluarga nya bawa sekolahan tai arisan ',0
435,main nya asw ',0
436,kehebatan kearifan suku baduy hutan terjaga budaya nafas kehidupan hidup menjaga keseimbangan alam,0
437,yailaah giliran gini ramai ngebela pas idol mati sedih doang diserbu gila an sarap iya maap ',0
438,bersabar berdoa usaha ikhtiar mudah mudahan sebentar gantipresiden gak pakai contekan gak pakai planga plongo,1
439,umat islam ente maksud fpi hti mrk muslim penista islam bajingan mrk muslim berbuat onar pengecut lari dr tgg mesum islam islam giliran mesum islam berbuat onar islam,1
440,warga semarang prihatin kontroversi puisi gus mus,0
441,celeng nya bang acon susah banget deh,1
442,cari musuh dasar peranakan cebong sialan ',1
443,setuju dpr menteri pejabat negara wajib dipotong presiden pns dipotong pegawai swasta dipotong ',0
444,cie akun berhasil membodohi kaum bikin kaum kaum nya biar dikata jokowi anti islam wkwkwk,1
445,juara berbohong junjungan bani sialan ',1
446,ga keturunan cina sipit ',0
447,amin rais bikin kacau nyuruh reformasi pemilihan kepala daerah salah hasil nya,1
448,fahri hamzah presiden kpk bubarkan,1
449,takut banci,0
450,perlindungan masyarakat wilayah tawangsari bulu weru terima pembekalan pam pemilihan kepala daerah serentak,0
451,bodoh ',0
452,doi tuh native speaker iya mother language nya english komen dijaga bangsad ',1
453,pernyataan ga ngerasa bangke ',0
454,mrk slh tulis slh bu mkst nya cebong muda kampungan,1
455,uname absurd first impression gak bikin enak imaginenya gak ganteng typing pas dicoba eue dm enak banget berharap dm ',0
456,admin presiden pm,0
457,stw singaraja suka kontol,0
458,kafir haram pemimpin nyet,1
459,shio baekhyun monyet ',0
460,ceruk pasar pasar lbh pasar butuh cth asuransi pensiunan tentara us tuh ga org pensiunan tentara nya pensiunan tentara asuransi tsb alat kebutuhan org cacat ga org cacat ta,0
461,emang kyai staquf nyebut suku ras biar mudah dipahami nalar ente bahlul ane ente arab ente sembah gk ane sodorin arab bani saud profesional israel eh ente pura,1
462,ngelakuin dosa iya anis sandi bully rendahkan an orng jahat licik sebenarny bully rendahkan dunia kejam kawan,0
463,om om belajar agama budha hindu ga bgini coba belajar iya buka mulut,0
464,pengalaman kerja part time cina best kerja melayu tertawa ',0
465,gakuat jijik ku cepetin berasa dikejar yaaa napas sungkan wkwkwk ',0
466,bubarkan dpr bubarkan savekpk,1
467,hehehe pasar global terbatas lokal masi aseng asing jujur,0
468,daiping mampus junedi ',1
469,suciwati revolusi mental jokowi omong kosong bualan setuju comment,1
470,marahin rp panggil sipit hoshi suka mata nya sepele ah fisik dipakai definisi hoshi memiliki mata sipit deh,0
471,otak makelar penjual asset negara maling asset negara pertamina jual isi tka tiongkok gantipresiden,1
472,akun siti fatimah komen laman nya diringkes parah bejat memalukan bp semoga sehat sabar semangat suarakan kebenaran ',1
473,bawang putih sdg kafir haram hiks hiks hiks ',1
474,setuju ahokers lengserkan prabon jokowi ancurin penjara ga karuan,1
475,relawan join gerakan arus merindukan kepemimpinan nasional nasionalis islam moderat cakiminthenextwapres join,0
476,onta tu nsd ',0
477,umpan nya pakai tu biar mancing tidak setia ',0
478,komunis berabtad pki kecoak makan kecoak ',1
479,retweeted ikko pribumi kawe horas horas horas kapal feri presiden mengunjungi pulau samosir dlm rangkaian kunjungan kerja presiden sambut upacara adat samosir dg pekikan horas horas horas,0
480,mata loee picek iya janji jokowi tagih sby mata mu picek blok,1
481,indonesia bertahan kekuatan ekonomi politik penghuni nya memilih bekerjasama menyimpan perbedaan agama,0
482,freeport kuasai asing pemerintahan jokowi jonan mentri esdm freeport ambil alih saham nya jonanjos ',0
483,as clara anak pinter dongo koplak cantik idot gatau malu urat malu putus butt muka nya imut banget ',1
484,menag riset ptkin berorientasi publikasi artikel scopus sejenisnya outputnya tantangan umat islam ptkin pangkalan data sbg rujukan pembangunan database ulama nusantara g,0
485,presiden buruk sejarah bangsa cebong ',1
486,me nusantara dlm arti nasionalisasi assets dikuasai asing pemimpin sungguh nasionalis patriotis nusantara versi proxy bertujuan lemahkan ketahanan nusantara nasional bangsa ',0
487,foto profile nya pesawat bilang cintai produk asing sederhana sdh mengukur parah nya tingkat kemunafikan mu lbh lgs terjun pesawat biar ucapan sesuai perbuatan,0
488,remukan rengginang cocot ah ',0
489,ku deh padah eh even bodo bulak curang ompuan iya nya maok segal sayang eh bodo sikpande hrgai,1
490,user user user user user user user user user user user user user user user user user user user user user user user user user user user,0
491,acara ga mutu ulah mntan aktifis gmni ormas mahasiswa gembong pki musuh bebuyutan hmi ',0
492,ayo pilih alin alin tuh bawel banget diomongin banci dijalanan omongin ',0
493,diadopsi pemerintah pusat nich,0
494,prof prof bilang pendapat forum terbuka ngaco biarkan prof pemuka agama ulama melur,0
495,biadab tuh oknum aparat keparat ',1
496,hahahaha anjing ',0
497,untung kunti g ',0
498,kaisoo couple hangat bandara tanggal maret kemarin kalah hunhan korea cina cina korea kai suka banget deket deket o kaisoofact ',0
499,wuakkakaa mampuss ga salah diblock jaman jokowi ahok nyagub gaya toong toong anies sandi,1
500,orang asing ngobrol bosen nunggu transit temenan ',0
501,mata picek mata nya lihat sebelah ',1
502,maaf twiter kali dbuat orang bego ',0
503,tertawa tertawa kocak kalabong emang dungu ',1
504,catatan buka dilupakan pengalaman pemilihan kepala daerah dki jakarta diusung partai gerindra berhasil menumbangkan petahana diusung koalisi dimotori,0
505,mengenal walpri perempuan pemilihan kepala daerah bondowoso radar jember,0
506,disana mayoritas budha pendeta nya demo googling video demo thailand biar ',0
507,komunis bermain ',0
508,suka kesel orang pas jadian confess giliran jomlo kemana bicara silit ',0
509,ehhhhh bandot kritik jokowi ampe mencret darah is ok hina fitnah ambil tindakan jokowi presiden pemimpin negara pemimpin agama salah kaprah luuuu ',1
510,balas gima usir budha ajar etnis muslim rohingya disingkirkan data sensus penduduk myanmar,1
511,astagfirullah mata ternodai terkutuk ngert porno ',1
512,allah memanggil orang mamputetapi allah memampukan mauyang rinduyang baitullah,0
513,kntl ye apus ga ',1
514,pengobatan monyet kedih,0
515,pergi bangkai ',1
516,kebingungan ditoleransi bikin mikir alasan katolik paus wakil kristus ',0
517,ketawa kunti ',0
518,aamiin iya rabb tolong indonesia iya alah lebiiihhhh,1
519,ustadz pks yudi widiana nilep duit penjahat kelamin bahasa agama juz liqo felix kwetiauw alumni mingkem pura budek giliran bu,1
520,amin smoga istiqomah khawatir cibiran org anggap ujian org dulunya nya suram kafir taubat tokoh pejuang agama islam ',0
521,video call gubernur dinas istanbul turkey video call melaporkan hiburan malam karaoke sense diskotik exotic ditutup hormat keras dibantu ole,0
522,bela adl pancasila kedaulatan negara mendukung lengserkan ancaman nyata,1
523,proyek saracen ganjal pelantikan anies teruus temuan saracen foto tokoh partai politik,1
524,si ahok kutil babi,1
525,sukarno konotasikan rejim anti demokrasi dg embel presiden seumur hidup ',0
526,hajar ndan ganyang pki,1
527,bangke kg tidur siang ',0
528,jokowi kasian goregan pbb,1
529,amiinnnn semoga jokowi presiden,0
530,gak menikah menyimpang lgbt menikah hidup berkah dunia sdh rusak perzinahan gerakan stop perkawinan ',0
531,kapolri mundur jabatan nya,1
532,berdayakan ekonomi pesantren ulama jawa barat dukung jokowi pilpres tetapjokowi,0
533,semangat kantor staf presiden terdepan publikasikan kegiatan presiden rakyat presiden kerja keras membangun bangsa kerja kerja kerja,0
534,cocot ',0
535,setuju dukung presiden berupaya mengurangi kekuasaan asing mengurangi ekspor mentah mengganti kontrak merugikan indonesia,0
536,kristen nusantara conth hkbp huria krsten batak protestan gkj greja kristen jawa gereja pasundan gereja manado gereja malu ku gereja papua dan lain-lain ciri khas sesuai tradisi suku,0
537,deh segitu iya sebentar utang sby njiiieng,1
538,masyarakat tionghoa pancasialis dr jowo cm terekpos contoh nyata kwik ekonom ustadz felix siauw,1
539,freeport takkan berdiam negisiasi kalah,0
540,negara kayak menipu bocah sd aje dokumen nya hilang fuih,1
541,allah swt disembah dungu biadab iya,1
542,tidak mau prabowo gatot ok,1
543,perbanyak membaca cerdas biar gak dicap bodoh v just kidding nb orang iq diatas mengerti tulisan v ',0
544,calon gubernur jawa nomor urut program unggulan rival nya terkait pembukaan lapangan kerja juta ganjar situasi ekonomi membuka lapang,0
545,burik iya gitu burik panuan kutuan jamuran hah emang rang ajar ',0
546,we anjing sedang apa belajar ',0
547,amin rais himbau masyarakat salah memilih pemimpin,0
548,jaman smp negeri kamis pakai baju kotak kayak seragam sekolah kristen gitu jumat nya diwajibin pakai celana doang ga pakai baju koko yah,0
549,najis ngedm gajelas dm ga dibales bodo doain pentas ga menang ',1
550,cowo banyak bicara si ajg gampar nya ',1
551,rizal ramli mayoritas masyarakat kesempatan jokowi klikrmol capresrakyat,0
552,ilcboedionocentury ikuti intens lupa kunci nya butuh ganti presiden,1
553,maju gubernur nya sengsara relawan nya,1
554,mngkin sya bkan org sya anggap sya munafik berpura terpenting sya berbuat ',0
555,dlm kristen prinsip inkulturisasi dlm agama mjd katholik indonesia kristen indonesia asing islam kental arab ',0
556,copras calon presiden mikir mikirrrr mikir si kowi periode babak belur,1
557,cie ma jokowi ga panggung deh jilat jilat prabowo dasar lintah,1
558,barusan dongo dongoin pemotor klakson bertubi lampu merah woy dongo brisik norak pas nengok nya teman smp chaink menangis nganti metu eluh getih puteeeh ',1
559,prabowo suka kampanye negatif kampungan menggelikan ',0
560,presiden nya jokowi gubernur nya anton program selaras sejalan hasan,0
561,the lie tju siswi kelas b smp katolik santo petrus istri nya ronaldo pardede siswa kelas a smp katolik santo petrus ',0
562,dengar ulama ngotot kriminalisasi ulama yaa lengserkan jokowi,1
563,tuh banci banyak bicara cewek kaya banci ngamen gak dikasih duit banyak bicara nya lebih baik cakep mah jelek kaya gitu masa depan suram mentioned langsung quote tweet,1
564,cina cina usir iya merusak sih kerjaan nya,1
565,ayoh bangsa indonesia bersihkan etnis cina ahok,1
566,tolong lihat bok iya manggilnya pas berpapasan buta budek nunggu,0
567,enak banget yah om nya gmn bom sby diperdebatkan tersangka nya meninggal ',0
568,kafir alquran situ sehat ',0
569,dukung calon presiden suka nya ngatur jokowi gak prabowo diatur menang pemilihan presiden,1
570,hebat ahok memaafkan bini slm ono kabur ketahuan menalukan mengaku ulama kelakuan bejad ',1
571,didungukan islam quran mengajarkan amoral ansor agama islam posisi moral nya,1
572,owner seo tae adminnya hiring bebs,0
573,okesip otak bodoh konfyus ',0
574,hidup prabowo anak soemitro pengkhianat bangsa,1
575,perek sih sdh dool iya ',1
576,pilih presiden orang tua nya pengkhianat negara,1
577,ga sih ahok diblng penista agama ga politikus koruptor dipanggil urusan hukum berkilah pakai sakit hati hati keterusan mati,1
578,tolol ngaji dimana agama islam ketahuan orang ngajinya sm orang ngk ',1
579,new post festival pesona tambora angkat eksotisme alam budaya dompu bima,0
580,bang kristen istri nya muslim strategi ',0
581,presiden joko widodo jokowi membuka kongres perhimpunan mahasiswa katolik republik indonesia pmkri berpesan konteks politik menjaga kondisi kontestasi politik diisi adu program gagasan ra,0
582,cebong kasih fakta bilang dusta cebong dikasih dusta bilang realita cebonger's emang bikin gemes,1
583,cina kafir mah bangsat dasar komunis ',1
584,rakyat kaum bani cebong ',1
585,menangis anjing cupu fik ',1
586,kangen edan,0
587,ohh mami kontol ku jari pusat ngentot mami mami kecapaian ',0
588,kuliah maroko bilang anies super gubernur jaga perasaan gak enak bilang layak presiden,0
589,orang orang maha nan suci nya sih penghina presiden dilepas umur ngeluhnya ditahan cina ditahan ngeluhnya pemerintah orba njuk geleme piye su ',1
590,ga salah bilang antek aseng adik nya prabowo bilang prabowo profesional amerika,1
591,dijodohkan presiden pengantin wanita tajikistan sedih,0
592,peresmian pemberkatan gereja katolik hati kudus yesus batu gantung ambon ',0
593,ngerasa wkakak ngerasa tot setan ',0
594,eh wartawan selandia sialan berita sialan disebar wag konferensi pers,1
595,pencitraan ah prabowo tidur,1
596,ustadz subki al bughury s sos i mendukung pemilihan kepala daerah damai kabupaten sinjai isu bohong ujaran kebencian isu sara,0
597,retweet sensasi ngentot cewek cantik berhijab part blowjob kontol hijab ngentothijab sepongkon,0
598,saudara laki-laki ciri cebong adu domba so lugu nama nya cebong buzzer recehan,1
599,detikcom buru buru tolak wacana pemilihan kepala daerah dprd pemilu pemilu,0
600,fpi nyata darul islam nyata isis propaganda politik,0
601,prabowo sdh tua generasi muda blusukan jokowi muda blusukan diberbagai pulau,1
602,mohon maaf pemilihan presiden memilih jokowi like prabowo,0
603,ga berani minoritas pasrahh pembalasan milik tuhan allah,0
604,napadah shopee kampang ',1
605,bu perpustakaan orang nya bisu iya bu hah emang nak tuh diem an ga bersuara ',0
606,baca bandingkan modal hasil diperpanjang dasar antek asing,1
607,kerjaan tugas prakarya seni budaya,0
608,kolam tidak setia qey ',0
609,yu mari songsong presiden ditahun,0
610,w bani ngepost milik orang nik ',0
611,cebong senang lihat kejayaan penjahat kelamin anis ttp sirik parah nya klu junjungan dipuji habis habisan buruk ',1
612,busuk mawati beragama islam takut dg nya gejala gila nich nenek ',1
613,salah obyek vital pengamanan nya lemah gedung dpr smg disahkan nya uu antiterorisme dpr sasaran bom bunuh amin doa terkabul,0
614,jalan platform iya fb jalan bom gede ',0
615,org katolik coba ',0
616,cacat ',1
617,hahahaha roti tidak setia mah nikahan ',0
618,luhut bajingan ',1
619,me every night aaaaa anjeng malu bangsad hilang aaaaaaaaa sih jijik banget aaaaaaaaa sih danta aaaaaaaaaaa hilang aaaaaaaaaaaaaaa ',0
620,alus nya puji butut nya butut goblog goblog ',0
621,sabar mah adek kunyuk bau sempak kuda ',0
622,tuhan iblis iblis tuhan agama onta ',1
623,assalamu alaikm tlng hrp bantuanx kmi korbanphkfreeport,0
624,jendral propaganda perang propaganda jualan utama nya pki cinaisasi,1
625,ngentot donk ',0
626,pesan presiden joko widodo negara indonesia kuat ulama umaro beriringan selengkapnya terlait pesan presiden simak video jokowisilaturahmidenganulama jokowicintaulama jokowiaja,0
627,tertawa barisan cebong sakit hati pakai isu saracen serang anies sandi gagal dilantik,1
628,prabowo simulut busuk rizieq anies fadlizon fahri kumpulan sampah negara kelakuan kaya sampah,1
629,bak orang indonesia tu pelaburan wujudkan peluang perkerjaan pelaburan penjajahan ekonomi kesal ubah selagi,0
630,hindu nusantara budha nusantara khonghucu nusantara kristen nusantars whats wrong why coba argumen nya prof ngopi guyon,0
631,' orang berpendidikan ' berpikir ekonomi syari'ah ekonomi pembangunan ekstrimis,0
632,buzzer idiot ',0
633,mendengar suara bom guntur geledek petir gunung meletus mendengar suara tangis mu berbuat,0
634,cagub jabar bicara toleransi muzakarah icmi jabar,0
635,manusia otak dungu teriak teriak ' bubarkan pki ' buku dibaca bodoh otak kosong mulut nyap nyap,1
636,kisah pengemis yahudi buta,0
637,pelaksanaan presiden jokowi promosi asiangames digencarkan ratas presiden promosi asian games gencar,0
638,cebong emang jago nya bikin sebar isu bohong ',1
639,kreatifitas masyarakat desa berdaya tiada batas meningkatkan prekonomian menghidupkan roda ekonomi mikro desa salam berdaya desa sengon prambanan sharinghappiness,0
640,pki lbh ramai ramai antek komunis opini steitmen mengaburkan kebangkitan pki,1
641,isu tgb zainul majdi isu kesatuan kuatkan ekonomi umat sejahterahkan rakyat budayakan pancasila,0
642,gelap gelap kerana malam gelap mata kerana buta gelap otak tiada ilmu gelap hati tiada agama gelap hidup tiada kerja ',0
643,revisi hukum pidana memasukkan klausul psk sukarela dibutuhkan indonesia gencar mempromosikan surga wisata internasional senyatanya memagari,0
644,rpgpedia gubernur jaman now rakyat pilih nomor kamiganjaryasin kandangbant ng salam nya temannyarpg namakurudy temannyarudy,0
645,woi bodoh ',1
646,bicara nya remeh temeh kalajengking belio oposisi nya nyinyir stress stroke emang dosen ga laku banyak bicara gede hasil karya ga anak asuh nya mayor dungu,1
647,keanekaragaman budaya suku agama sesungguhnya kekayaan djarot hadapan peserta rakercabsus pdi perjuangan kota gunungsitoli gubernurzamannow djarotsihar sumutpilih djoss djarotsiharmenang gunungsitoli pdiperjuangan pasar nemu tukang jualan pisang makiin abang nya gara gara pendukung lgbt haduh setipe dibelain andalan cebong pemuas syahwat nya,0
648,ajak muslim cari muhammad enak cocok penis bangsa susah,1
649,eh dungu sedang apa mensen nya muter alun forward berita analisa kelompok homo cerdas wk wk wk ',1
650,he typical bani pekok ga bantah danga dungu deh ',1
